Codigo,Descripcion,Precio Costo,Precio Venta,Precio Mayoreo,Inventario,Inv. Minimo,Departamento,keyword
1403,Papaya 500g,$0.00,$6.50,$0.00,N/A,0,Verdura,Papaya 500g
7501067280143,Papel Alupak c8mts,$9.50,$12.00,$0.00,24,0,Tienda,Papel Alupak c8mts
PASA,Pasa,$44.00,$66.00,$0.00,N/A,0,Tienda,Pasa
697,Pasas 1k,$0.00,$65.00,$0.00,N/A,0,Tienda,Pasas 1k
710,Pasas 250g,$0.00,$17.00,$0.00,N/A,0,Tienda,Pasas 250g
703,Pasas 500g,$0.00,$32.50,$0.00,N/A,0,Tienda,Pasas 500g
7501035911031,Pasta Dent Colgate 100ml,$0.00,$20.50,$0.00,10,0,Tienda,Pasta Dent Colgate 100ml
7501035911017,Pasta Dent Colgate 150ml,$0.00,$37.00,$0.00,10,0,Tienda,Pasta Dent Colgate 150ml
7501035911567,Pasta Dent Colgate 50ml,$11.50,$14.00,$0.00,19,0,Tienda,Pasta Dent Colgate 50ml
7509546007083,Pasta Dental,$0.00,$25.00,$0.00,0,0,Tienda,Pasta Dental
7509546039152,Pasta Dental Colgate,$0.00,$9.00,$0.00,17,0,Tienda,Pasta Dental Colgate
7501016802105,Pastilla Desodorante,$6.00,$8.00,$8.00,10,0,Detergentes,Pastilla Desodorante
7501032935603,Pastilla Mr Musculo,$11.00,$13.50,$0.00,1,0,Detergentes,Pastilla Mr Musculo
7501032931780,Pastillas Mr Musculo,$29.00,$35.00,$35.00,0,0,Detergentes,Pastillas Mr Musculo
7501000133338,Pastisetas 75 Gms,$10.00,$15.00,$0.00,0,0,Marinela,Pastisetas 75 Gms
7501030419464,Patatinas Chilix 25gBarc,$4.00,$5.00,$0.00,16,0,Barcel,Patatinas Chilix 25gBarc
7501032935702,Pato Purific,$0.00,$40.00,$0.00,0,0,- Sin Departamento -,Pato Purific
7501017361120,Pauelos Kleenex Chico,$11.00,$22.00,$22.00,0,0,Tienda,Pauelos Kleenex Chico
7501000153503,Pay De Piña 75 Gms,$0.00,$15.00,$0.00,1,0,Marinela,Pay De Piña 75 Gms
7501000153541,Pay de Nuez 70g,$9.00,$15.00,$0.00,1,0,Marinela,Pay de Nuez 70g
PAñAL,Pañal,$3.00,$5.00,$3.50,0,0,Tienda,Pañal
PAñAL GRANDE,Pañal Grande,$0.00,$5.00,$0.00,120,0,Tienda,Pañal Grande
PAñAL GRANDE SUAV,Pañal Grande Suav,$0.00,$5.00,$0.00,42,0,Tienda,Pañal Grande Suav
PAñAL JUMBO,Pañal Jumbo,$0.00,$5.00,$0.00,36,0,Tienda,Pañal Jumbo
PAñAL JUMBO SUAV,Pañal Jumbo Suav,$0.00,$5.00,$0.00,83,0,Tienda,Pañal Jumbo Suav
PECOSITAS,Pecositas,$0.00,$1.00,$0.00,26,0,Tienda,Pecositas
706460000474,Pedigree,$6.50,$8.00,$0.00,0,0,Tienda,Pedigree
706460244854,Pedigree,$6.50,$8.00,$0.00,0,0,Tienda,Pedigree
7506174504465,Pedigree Adulto,$0.00,$15.00,$0.00,8,0,pedigree,Pedigree Adulto
706460000450,Pedigree Adulto 420g,$11.00,$15.00,$0.00,6,0,pedigree,Pedigree Adulto 420g
706460000467,Pedigree Balance N,$0.00,$17.00,$0.00,0,0,pedigree,Pedigree Balance N
7506174504458,Pedigree E Etapa,$0.00,$14.00,$0.00,0,0,Tienda,Pedigree E Etapa
706460000498,Pedigree R Peque 2,$0.00,$8.00,$0.00,0,0,- Sin Departamento -,Pedigree R Peque 2
719886212413,Pelon,$0.00,$3.00,$0.00,0,0,Dulces,Pelon
